Plant Name,Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility,Drug Score,Mutagenecity,Tumerogenicity,Irritant,Drug likeliness
Acorus calamus,Pterostilbene,COc1cc(/C=C/c2ccc(cc2)O)cc(c1)OC,C16H16O3,256.3,19,12,0.12,4,3,1,76.82,38.69,3.02,3.78,3.36,2.76,3.61,3.31,-4.01,2.48E-02,9.69E-05,Moderately soluble,-4.29,1.33E-02,5.17E-05,Moderately soluble,-4.69,5.24E-03,2.05E-05,Moderately soluble,High,Yes,No,Yes,Yes,Yes,Yes,No,-5.18,0,0,0,0,0,0.55,0,1,1,2.29,0.24,no,no,no,-9.77
Acorus calamus,Resveratrol,Oc1ccc(cc1)/C=C/c1cc(O)cc(c1)O,C14H12O3,228.24,17,12,0,2,3,3,67.88,60.69,1.71,3.13,2.76,2.26,2.57,2.48,-3.62,5.51E-02,2.41E-04,Soluble,-4.07,1.93E-02,8.44E-05,Moderately soluble,-3.29,1.18E-01,5.16E-04,Soluble,High,Yes,No,Yes,No,Yes,No,Yes,-5.47,0,0,0,0,0,0.55,0,1,1,2.02,0.16,Yes,no,no,-3.25
Acorus calamus,beta-Elemene,C=C[C@]1(C)CC[C@H](C[C@H]1C(=C)C)C(=C)C,C15H24,204.35,15,0,0.6,3,0,0,70.42,0,3.37,6.11,4.75,4.53,4.5,4.65,-4.76,3.57E-03,1.74E-05,Moderately soluble,-5.89,2.62E-04,1.28E-06,Moderately soluble,-3.58,5.36E-02,2.62E-04,Soluble,Low,No,No,No,Yes,Yes,No,No,-3.21,1,0,0,0,2,0.55,0,1,2,3.63,0.32,no,no,no,-22.9
Acorus calamus,delta-Cadinene,CC1=C[C@@H]2C(=C(C)CC[C@H]2C(C)C)CC1,C15H24,204.35,15,0,0.73,1,0,0,69.04,0,3.41,3.8,4.73,4.63,4.12,4.14,-3.43,7.51E-02,3.67E-04,Soluble,-3.49,6.55E-02,3.20E-04,Soluble,-3.52,6.19E-02,3.03E-04,Soluble,Low,No,No,No,Yes,Yes,No,No,-4.85,1,0,0,0,1,0.55,0,1,2,4.14,0.37,no,no,no,-6.43
Acorus calamus,Isocaespitol,O[C@@H]1C[C@@H](Br)C(O[C@]1(C)[C@H]1CC[C@@]([C@@H](C1)Cl)(C)Br)(C)C,C15H25Br2ClO2,432.62,20,0,1,1,2,1,92.89,29.46,3.28,4.06,4.63,3.85,4.41,4.04,-5.01,4.19E-03,9.68E-06,Moderately soluble,-4.38,1.79E-02,4.14E-05,Moderately soluble,-4.91,5.37E-03,1.24E-05,Moderately soluble,High,Yes,No,No,No,No,No,No,-6.06,0,0,0,0,0,0.55,0,1,2,5.08,0.07,Yes,yes,yes,-12.5
Acorus calamus,Acoragermacrone,CC1=CCCC(=CC(=O)[C@@H](CC1)C(C)C)C,C15H24O,220.35,16,0,0.67,1,1,0,71.36,17.07,2.9,4.15,4.29,3.46,3.81,3.72,-3.75,3.88E-02,1.76E-04,Soluble,-4.22,1.34E-02,6.08E-05,Moderately soluble,-3.43,8.22E-02,3.73E-04,Soluble,High,Yes,No,No,No,Yes,No,No,-4.7,0,0,0,0,1,0.55,0,1,2,3.99,0.34,no,no,no,-7.71
Acorus calamus,Preisocalamendiol,C=C1CCC=C(C)CC[C@H](C(=O)C1)C(C)C,C15H24O,220.35,16,0,0.67,1,1,0,71.36,17.07,2.99,3.39,4.29,3.46,4.09,3.65,-3.28,1.17E-01,5.30E-04,Soluble,-3.43,8.23E-02,3.74E-04,Soluble,-3.68,4.65E-02,2.11E-04,Soluble,High,Yes,No,No,No,Yes,No,No,-5.24,0,0,0,0,1,0.55,0,1,1,4.02,0.33,no,no,no,-8.88
Acorus calamus,Shyobunon,C=C[C@]1(C)CC[C@H](C(=O)[C@H]1C(=C)C)C(C)C,C15H24O,220.35,16,0,0.67,3,1,0,71.1,17.07,2.95,4.86,4.01,3.46,4.2,3.9,-4.07,1.88E-02,8.51E-05,Moderately soluble,-4.95,2.46E-03,1.11E-05,Moderately soluble,-3.46,7.62E-02,3.46E-04,Soluble,High,Yes,No,No,Yes,Yes,No,No,-4.19,0,0,0,0,1,0.55,0,1,2,3.71,0.37,NO,no,no,-21.6
Acorus calamus,Epishyobunone,C=C[C@@]1(C)CC[C@H](C(=O)[C@@H]1C(=C)C)C(C)C,C15H24O,220.35,16,0,0.67,3,1,0,71.1,17.07,2.94,4.86,4.01,3.46,4.2,3.89,-4.07,1.88E-02,8.51E-05,Moderately soluble,-4.95,2.46E-03,1.11E-05,Moderately soluble,-3.46,7.62E-02,3.46E-04,Soluble,High,Yes,No,No,Yes,Yes,No,No,-4.19,0,0,0,0,1,0.55,0,1,2,3.71,0.37,NO,no,no,-21.6
Acorus calamus,Isoshyobunone,C=C[C@]1(C)CC[C@H](C(=O)C1=C(C)C)C(C)C,C15H24O,220.35,16,0,0.67,2,1,0,71.1,17.07,2.98,4.87,4.15,3.46,4.31,3.95,-4.14,1.59E-02,7.21E-05,Moderately soluble,-4.96,2.40E-03,1.09E-05,Moderately soluble,-3.66,4.80E-02,2.18E-04,Soluble,High,Yes,No,No,Yes,Yes,No,No,-4.19,0,0,0,0,1,0.55,0,2,2,3.79,0.38,NO,no,no,-9.24
Acorus calamus,Isoacolamone,CC1=CCC[C@]2([C@H]1C(=O)[C@@H](CC2)C(C)C)C,C15H24O,220.35,16,0,0.8,1,1,0,69.46,17.07,3.06,3.95,3.98,3.56,3.81,3.67,-3.63,5.18E-02,2.35E-04,Soluble,-4.01,2.16E-02,9.80E-05,Moderately soluble,-3.43,8.22E-02,3.73E-04,Soluble,High,Yes,No,No,Yes,Yes,No,No,-4.84,0,0,0,0,1,0.55,0,1,2,4.25,0.4,no,no,no,-6.26
Acorus calamus,Acolamone,C=C1CCC[C@]2([C@H]1C(=O)[C@@H](CC2)C(C)C)C,C15H24O,220.35,16,0,0.8,1,1,0,69.46,17.07,2.96,4.18,3.98,3.56,4.09,3.76,-3.77,3.71E-02,1.68E-04,Soluble,-4.25,1.25E-02,5.66E-05,Moderately soluble,-3.68,4.65E-02,2.11E-04,Soluble,High,Yes,No,No,Yes,Yes,No,No,-4.68,0,0,0,0,1,0.55,0,1,2,3.39,0.39,no,no,no,-10.3
Acorus calamus,Aristolene,C[C@@H]1CCCC2=CC[C@@H]3[C@H]([C@@]12C)C3(C)C,C15H24,204.35,15,0,0.87,0,0,0,66.88,0,3.18,4.66,4.42,5.65,3.91,4.36,-4.04,1.85E-02,9.06E-05,Moderately soluble,-4.39,8.38E-03,4.10E-05,Moderately soluble,-3.52,6.19E-02,3.03E-04,Soluble,Low,No,No,No,Yes,Yes,No,No,-4.24,1,0,0,0,1,0.55,0,1,2,4.61,0.14,no,yes,yes,-5.59
Acorus calamus,"(-)-Cadala-1,4,9-triene",CC1=C[C@H]2C(=CC1)C(=CC[C@H]2C(C)C)C,C15H22,202.34,15,0,0.6,1,0,0,68.57,0,3.25,3.75,4.5,4.53,3.71,3.95,-3.39,8.22E-02,4.06E-04,Soluble,-3.44,7.30E-02,3.61E-04,Soluble,-3.05,1.80E-01,8.89E-04,Soluble,Low,No,No,No,Yes,Yes,No,No,-4.87,1,0,0,0,1,0.55,0,1,2,4.54,0.42,no,no,no,-2.48
Acorus calamus,Isocalamendiol,C=C1CC[C@@H]2[C@](C1)(O)[C@@H](CC[C@]2(C)O)C(C)C,C15H26O2,238.37,17,0,0.87,1,2,2,71.92,40.46,3.01,2.45,2.89,2.74,3,2.82,-2.8,3.82E-01,1.60E-03,Soluble,-2.94,2.72E-01,1.14E-03,Soluble,-2.63,5.64E-01,2.37E-03,Soluble,High,Yes,No,No,No,No,No,No,-6.01,0,0,0,0,0,0.55,0,1,1,4.02,0.44,no,no,no,-7.19
Acorus calamus,Calacone,CC(=C)CCC1=C(CC[C@@H](C1=O)C)C(C)C,C15H24O,220.35,16,0,0.67,4,1,0,71.36,17.07,3.26,4.14,4.29,3.46,4.48,3.93,-3.55,6.20E-02,2.82E-04,Soluble,-4.21,1.37E-02,6.23E-05,Moderately soluble,-4.04,2.03E-02,9.20E-05,Moderately soluble,High,Yes,No,No,No,Yes,No,No,-4.7,0,0,0,0,1,0.55,0,1,2,3.74,0.36,no,no,no,-14.03
Acorus calamus,beta-Guaiene,CC(=C1CC[C@@H](C2=C(C1)[C@@H](C)CC2)C)C,C15H24,204.35,15,0,0.73,0,0,0,69.04,0,3.37,4.07,4.87,4.63,4.25,4.24,-3.67,4.36E-02,2.13E-04,Soluble,-3.77,3.43E-02,1.68E-04,Soluble,-3.75,3.63E-02,1.78E-04,Soluble,Low,No,No,No,Yes,Yes,No,No,-4.66,1,0,0,0,1,0.55,0,1,2,4.45,0.42,no,no,no,-1.43
Acorus calamus,Calamusenone,C[C@@H]1CC(=O)C(=C(C)C)CC2=C1CC[C@H]2C,C15H22O,218.33,16,0,0.67,0,1,0,69.24,17.07,2.94,3.14,4.05,3.46,3.93,3.5,-3.17,1.47E-01,6.73E-04,Soluble,-3.17,1.48E-01,6.79E-04,Soluble,-3.64,5.00E-02,2.29E-04,Soluble,High,Yes,No,No,Yes,Yes,No,No,-5.4,0,0,0,0,1,0.55,0,2,1,4.24,0.44,no,no,no,-2.05
Acorus calamus,Acoronene,CC([C@H]1C(=O)C[C@@H]([C@]21CC=C(C(=O)C2)C)C)C,C15H22O2,234.33,17,0,0.73,1,2,0,69.66,34.14,2.42,2.64,3.16,2.54,3.5,2.85,-2.89,3.02E-01,1.29E-03,Soluble,-3.01,2.30E-01,9.82E-04,Soluble,-3.32,1.13E-01,4.82E-04,Soluble,High,Yes,No,No,No,Yes,No,No,-5.86,0,0,0,0,0,0.55,0,0,1,4.56,0.45,no,no,yes,-0.81
Acorus calamus,Acoric acid,OC(=O)C[C@@H]([C@@]1(CC[C@H](C(=O)C1)C)C(=O)C(C)C)C,C15H24O4,268.35,19,0,0.8,5,4,1,74.02,71.44,1.78,1.81,2.7,1.62,3.02,2.18,-2.31,1.30E+00,4.85E-03,Soluble,-2.93,3.16E-01,1.18E-03,Soluble,-2.57,7.24E-01,2.70E-03,Soluble,High,Yes,No,No,No,No,No,No,-6.65,0,0,0,0,0,0.85,0,0,0,3.29,0.27,NO,no,yes,-4.61
Acorus calamus,Calarene,C[C@@H]1CCC=C2[C@@]1(C)[C@H]1[C@H](C1(C)C)CC2,C15H24,204.35,15,0,0.87,0,0,0,66.88,0,3.19,4.66,4.42,5.65,3.91,4.36,-4.04,1.85E-02,9.06E-05,Moderately soluble,-4.39,8.38E-03,4.10E-05,Moderately soluble,-3.52,6.19E-02,3.03E-04,Soluble,Low,No,No,No,Yes,Yes,No,No,-4.24,1,0,0,0,1,0.55,0,1,2,4.34,0.14,NO,yes,yes,-4.75
Acorus calamus,Cinnamic acid,OC(=O)/C=C/c1ccccc1,C9H8O2,148.16,11,6,0,2,2,1,43.11,37.3,1.55,2.13,1.68,1.9,1.7,1.79,-2.37,6.29E-01,4.25E-03,Soluble,-2.54,4.23E-01,2.85E-03,Soluble,-1.84,2.14E+00,1.45E-02,Soluble,High,Yes,No,No,No,No,No,No,-5.69,0,2,0,0,1,0.85,0,1,1,1.67,0.36,NO,no,yes,-1.1
Acorus calamus,Acorenone,O=C1C[C@@]2(CC=C1C)[C@@H](C)CC[C@H]2C(C)C,C15H24O,220.35,16,0,0.8,1,1,0,69.46,17.07,2.94,4.27,3.98,3.56,3.81,3.71,-3.83,3.26E-02,1.48E-04,Soluble,-4.34,1.01E-02,4.56E-05,Moderately soluble,-3.43,8.22E-02,3.73E-04,Soluble,High,Yes,No,No,Yes,Yes,No,No,-4.61,0,0,0,0,1,0.55,0,0,2,4.57,0.32,NO,no,yes,-5.4
Acorus calamus,"2,4,5-Trimethoxybenzaldehyde",COc1cc(C=O)c(cc1OC)OC,C10H12O4,196.2,14,6,0.3,4,4,0,51.31,44.76,2.24,1.88,1.52,0.55,2.03,1.64,-2.29,9.97E-01,5.08E-03,Soluble,-2.44,7.09E-01,3.61E-03,Soluble,-2.73,3.63E-01,1.85E-03,Soluble,High,Yes,No,No,No,No,No,No,-6.16,0,0,0,0,1,0.55,0,1,1,1.81,0.33,Yes,no,no,-1.78
Acorus calamus,"2,5-Dimethoxy-p-benzoquinone",COC1=CC(=O)C(=CC1=O)OC,C8H8O4,168.15,12,0,0.25,2,4,0,40.08,52.6,1.45,-0.06,0.2,-1.27,0.87,0.24,-0.71,3.26E+01,1.94E-01,Very soluble,-0.59,4.29E+01,2.55E-01,Very soluble,-1.08,1.41E+01,8.39E-02,Soluble,High,No,No,No,No,No,No,No,-7.37,0,0,0,0,1,0.85,1,1,1,3.01,0.64,Yes,no,no,0.61
Acorus calamus,Isoasarone,C=CCc1cc(OC)c(cc1OC)OC,C12H16O3,208.25,15,6,0.33,5,3,0,60.02,27.69,2.95,3.06,2.44,1.97,3.06,2.7,-3.02,1.97E-01,9.44E-04,Soluble,-3.31,1.02E-01,4.92E-04,Soluble,-3.64,4.79E-02,2.30E-04,Soluble,High,Yes,No,Yes,Yes,No,No,No,-5.4,0,0,0,0,0,0.55,0,1,1,2.13,0.49,NO,no,no,-2.46
Acorus calamus,Pinostilbene,COc1cc(/C=C/c2ccc(cc2)O)cc(c1)O,C15H14O3,242.27,18,12,0.07,3,3,2,72.35,49.69,2.32,3.45,3.06,2.51,3.09,2.88,-3.81,3.74E-02,1.55E-04,Soluble,-4.17,1.62E-02,6.69E-05,Moderately soluble,-3.99,2.49E-02,1.03E-04,Soluble,High,Yes,No,Yes,No,Yes,No,Yes,-5.33,0,0,0,0,0,0.55,0,1,1,2.17,0.26,NO,no,no,-6.89
Acorus calamus,Acorusdiol,CC([C@@H]1CC[C@@]2(C(=C(C)[C@@H](C[C@H]2O)O)C1=O)C)C,C15H24O3,252.35,18,0,0.8,1,3,2,71.78,57.53,2.43,1.54,2.07,1.75,2.4,2.04,-2.31,1.24E+00,4.91E-03,Soluble,-2.36,1.11E+00,4.39E-03,Soluble,-2.27,1.37E+00,5.43E-03,Soluble,High,Yes,No,No,No,No,No,No,-6.75,0,0,0,0,0,0.55,0,0,0,4.38,0.28,NO,no,yes,-4.08
Acorus calamus,Diasarone 2,COc1cc(OC)c(cc1[C@H]1c2c(OC)c(OC)cc(c2[C@H]([C@@H]1C)CC)OC)OC,C24H32O6,416.51,30,12,0.5,8,6,0,116.93,55.38,4.41,5.16,5.01,2.57,5.15,4.46,-5.44,1.51E-03,3.62E-06,Moderately soluble,-6.07,3.56E-04,8.54E-07,Poorly soluble,-6.91,5.17E-05,1.24E-07,Poorly soluble,High,Yes,No,No,No,No,Yes,No,-5.18,0,0,0,0,1,0.55,0,0,3,4.59,0.53,no,no,no,1.66
Acorus calamus,4-Acoren-3-one,O=C1C[C@@]2(CC=C1C)[C@@H](C)CC[C@H]2C(C)C,C15H24O,220.35,16,0,0.8,1,1,0,69.46,17.07,2.94,4.27,3.98,3.56,3.81,3.71,-3.83,3.26E-02,1.48E-04,Soluble,-4.34,1.01E-02,4.56E-05,Moderately soluble,-3.43,8.22E-02,3.73E-04,Soluble,High,Yes,No,No,Yes,Yes,No,No,-4.61,0,0,0,0,1,0.55,0,0,2,4.57,0.32,no,no,yes,-5.4
Acorus calamus,"3,8-Acoranedione",CC([C@H]1C(=O)C[C@@H]([C@]21CC[C@H](C(=O)C2)C)C)C,C15H24O2,236.35,17,0,0.87,1,2,0,70.13,34.14,2.48,2.88,3.24,2.63,3.51,2.95,-3.05,2.09E-01,8.84E-04,Soluble,-3.26,1.31E-01,5.54E-04,Soluble,-3.33,1.09E-01,4.62E-04,Soluble,High,Yes,No,No,No,No,No,No,-5.7,0,0,0,0,0,0.55,0,0,1,3.9,0.28,NO,no,yes,-2.21
Acorus calamus,1'-Acetoxychavicol,C=CC(c1ccc(cc1)O)OC(=O)C,C11H12O3,192.21,14,6,0.18,4,3,1,53.47,46.53,2.12,2.1,1.86,1.88,2.1,2.01,-2.41,7.51E-01,3.91E-03,Soluble,-2.71,3.77E-01,1.96E-03,Soluble,-2.4,7.72E-01,4.02E-03,Soluble,High,Yes,No,No,No,No,No,No,-5.98,0,0,0,0,1,0.55,0,1,1,2.14,0.23,no,yes,yes,-4.07
Acorus calamus,Acorusnol,CC([C@@H]1CC[C@@]2(C(=C(C)CC[C@H]2O)C1=O)C)C,C15H24O2,236.35,17,0,0.8,1,2,1,70.62,37.3,2.7,2.65,3.1,2.63,3.3,2.88,-2.91,2.92E-01,1.23E-03,Soluble,-3.08,1.95E-01,8.23E-04,Soluble,-3.07,2.00E-01,8.47E-04,Soluble,High,Yes,No,No,No,No,No,No,-5.86,0,0,0,0,0,0.55,0,0,1,4.08,0.26,no,no,yes,-4.03
Acorus calamus,Acoramone,COc1cc(OC)c(cc1CC(=O)C)OC,C12H16O4,224.25,16,6,0.42,5,4,0,60.7,44.76,2.43,1.61,1.84,1.12,2.63,1.93,-2.19,1.44E+00,6.42E-03,Soluble,-2.16,1.54E+00,6.89E-03,Soluble,-3.53,6.63E-02,2.96E-04,Soluble,High,Yes,No,Yes,No,No,No,No,-6.52,0,0,0,0,0,0.55,0,0,1,2.13,0.37,no,no,yes,-0.87
Acorus calamus,Acarafuran,CC(C1CCc2c3c1cc(C)cc3oc2)C,C15H18O,214.3,16,9,0.47,1,1,0,68.23,13.14,3.05,4.65,4.43,3.56,4.62,4.06,-4.45,7.63E-03,3.56E-05,Moderately soluble,-4.65,4.77E-03,2.23E-05,Moderately soluble,-5.1,1.69E-03,7.89E-06,Moderately soluble,High,Yes,Yes,Yes,No,No,Yes,No,-4.31,0,0,0,0,1,0.55,0,0,2,3.53,0.18,no,no,no,-5.4
Acorus calamus,Calamenone,CC1CCC2C31CC(CC3O)(C)C(=O)C2(C)C,C15H24O2,236.35,17,0,0.93,0,2,1,68.46,37.3,2.55,2.9,2.79,2.74,3.08,2.81,-3.13,1.74E-01,7.37E-04,Soluble,-3.34,1.07E-01,4.53E-04,Soluble,-3.07,2.00E-01,8.47E-04,Soluble,High,Yes,No,No,No,No,No,No,-5.68,0,0,0,0,0,0.55,0,0,1,4.48,0.46,no,no,no,-3.01
Sambuucus eblus,Ebuloside,OC[C@@H]1O[C@@H](OCC2=CO[C@H]([C@@H]3[C@@H]2CC(=O)[C@@H]3C)OC(=O)CC(C)C)[C@H]([C@@H]([C@@H]1O)O)O,C21H32O10,444.47,31,0,0.81,8,10,4,105.63,151.98,1.26,-0.74,-0.53,-0.94,-0.18,-0.22,-1.6,1.11E+01,2.50E-02,Very soluble,-1.97,4.71E+00,1.06E-02,Very soluble,0.03,4.78E+02,1.08E+00,Soluble,Low,No,No,No,No,No,No,No,-9.54,0,1,1,1,1,0.55,0,0,2,6.04,0.25,no,no,yes,-3.29
Sambuucus eblus,"7,7-O-Dihydroebuloside",OC[C@H]1O[C@@H](OCC2=CO[C@H]([C@@H]3[C@@H]2C[C@@H]([C@@H]3C)O)OC(=O)CC(C)C)[C@H]([C@@H]([C@@H]1O)O)O,C21H34O10,446.49,31,0,0.86,8,10,5,106.59,155.14,2.69,-0.45,-0.73,-0.84,-0.77,-0.02,-1.8,7.13E+00,1.60E-02,Very soluble,-2.34,2.03E+00,4.55E-03,Soluble,0.73,2.39E+03,5.35E+00,Soluble,Low,No,No,No,No,No,No,No,-9.34,0,1,1,1,1,0.55,0,0,2,6.15,0.25,no,no,yes,-3.04
Sambuucus eblus,Isosweroside,OC[C@H]1O[C@@H](OCC2=CO[C@H]3[C@H]([C@@H]2CC(=O)O3)C=C)[C@H]([C@@H]([C@@H]1O)O)O,C16H22O9,358.34,25,0,0.69,5,9,4,80.92,134.91,1.75,-1.68,-1.59,-1.33,-1.05,-0.78,-0.67,7.60E+01,2.12E-01,Very soluble,-0.64,8.19E+01,2.29E-01,Very soluble,1.12,4.77E+03,1.33E+01,Soluble,Low,No,Yes,No,No,No,No,No,-9.68,0,1,0,1,0,0.55,0,1,1,6.22,0.46,no,no,no,-7.39
Sambuucus eblus,"Stigmast 4-ene 3,6-dione",CC[C@@H](C(C)C)CC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC(=O)C2=CC(=O)CC[C@]12C)C,C29H46O2,426.67,31,0,0.86,6,2,0,132.47,34.14,4.48,8.37,7.41,5.6,7.33,6.64,-7.36,1.85E-05,4.34E-08,Poorly soluble,-8.95,4.75E-07,1.11E-09,Poorly soluble,-6.76,7.41E-05,1.74E-07,Poorly soluble,Low,No,No,No,No,Yes,No,No,-2.96,1,3,0,1,1,0.55,0,0,2,6.04,0.03,no,yes,yes,-3.77
Sambucus nigra,Lariciresinol,OC[C@H]1[C@H](CO[C@@H]1c1ccc(c(c1)OC)O)Cc1ccc(c(c1)OC)O,C20H24O6,360.4,26,12,0.4,6,6,3,97.09,88.38,3.17,2.4,2.33,1.17,2.86,2.39,-3.53,1.06E-01,2.94E-04,Soluble,-3.9,4.56E-02,1.27E-04,Soluble,-4.37,1.55E-02,4.31E-05,Moderately soluble,High,No,Yes,No,No,No,Yes,No,-6.79,0,0,0,0,0,0.55,0,0,1,3.94,0.74,no,no,no,0.96
Sambucus nigra,Medioresinol,COc1cc(ccc1O)[C@H]1OC[C@H]2[C@@H]1CO[C@@H]2c1cc(OC)c(c(c1)OC)O,C21H24O7,388.41,28,12,0.43,5,7,2,101.39,86.61,3.29,2.25,2.55,0.86,2.71,2.33,-3.65,8.64E-02,2.22E-04,Soluble,-3.7,7.66E-02,1.97E-04,Soluble,-4.3,1.96E-02,5.04E-05,Moderately soluble,High,No,Yes,No,No,No,Yes,No,-7.07,0,0,0,0,0,0.55,0,0,1,4.21,0.79,no,no,no,1.85
Sambucus nigra,Prunasin,C[CH],C2H4,28.05,2,0,1,0,0,0,9.61,0,0,1.3,0.72,1.76,0.01,0.76,-0.83,4.12E+00,1.47E-01,Very soluble,-0.9,3.53E+00,1.26E-01,Very soluble,-0.35,1.26E+01,4.49E-01,Soluble,Low,No,No,No,No,No,No,No,-5.55,0,3,0,0,3,0.55,0,0,1,1,-,-,,,
Sambucus nigra,Zierin,OC[C@@H]1O[C@H](O[C@@H](c2cccc(c2)O)C)[C@@H]([C@H]([C@H]1O)O)O,C14H20O7,300.3,21,6,0.57,4,7,5,71.78,119.61,1.54,-0.51,-1.05,-1.22,-0.65,-0.38,-1.33,1.41E+01,4.70E-02,Very soluble,-1.53,8.79E+00,2.93E-02,Very soluble,-0.07,2.56E+02,8.53E-01,Soluble,High,No,No,No,No,No,No,No,-8.49,0,1,0,0,0,0.55,0,0,0,4.32,0.49,no,no,no,-3.57
Sambucus nigra,1-Caffeoyl-beta-D-glucose,OC[C@@H]1O[C@@H](OC(=O)/C=C/c2ccc(c(c2)O)O)[C@@H]([C@H]([C@@H]1O)O)O,C15H18O9,342.3,24,6,0.4,5,9,6,79.13,156.91,0.88,-0.64,-1.65,-1.63,-1.19,-0.85,-1.41,1.32E+01,3.85E-02,Very soluble,-2.18,2.25E+00,6.57E-03,Soluble,0.93,2.89E+03,8.43E+00,Soluble,Low,No,No,No,No,No,No,No,-8.84,1,1,1,1,2,0.55,1,2,0,4.47,0.47,no,no,no,-4.77
Sambucus nigra,Campesterol,O[C@H]1CC[C@]2(C(=CC[C@@H]3[C@@H]2CC[C@]2([C@H]3CC[C@@H]2[C@@H](CC[C@H](C(C)C)C)C)C)C1)C,C28H48O,400.68,29,0,0.93,5,1,1,128.42,20.23,4.97,8.8,7.63,6.54,6.63,6.92,-7.54,1.16E-05,2.90E-08,Poorly soluble,-9.11,3.13E-07,7.80E-10,Poorly soluble,-5.79,6.42E-04,1.60E-06,Moderately soluble,Low,No,No,No,No,No,No,No,-2.5,1,2,0,1,2,0.55,0,1,2,6.17,0.14,no,no,no,-8.19
Sambucus nigra,beta-Sitosterol,CC[C@@H](C(C)C)CC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC=C2[C@]1(C)CC[C@@H](C2)O)C,C29H50O,414.71,30,0,0.93,6,1,1,133.23,20.23,5.05,9.34,8.02,6.73,7.04,7.24,-7.9,5.23E-06,1.26E-08,Poorly soluble,-9.67,8.90E-08,2.15E-10,Poorly soluble,-6.19,2.69E-04,6.49E-07,Poorly soluble,Low,No,No,No,No,No,No,No,-2.2,1,3,0,1,2,0.55,0,1,2,6.3,0.13,no,no,no,-4.48
Sambucus nigra,Stigmasterol,CC[C@@H](C(C)C)/C=C/[C@@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC=C2[C@]1(C)CC[C@@H](C2)O)C,C29H48O,412.69,30,0,0.86,5,1,1,132.75,20.23,5.1,8.56,7.8,6.62,6.86,6.99,-7.46,1.43E-05,3.46E-08,Poorly soluble,-8.86,5.71E-07,1.38E-09,Poorly soluble,-5.47,1.40E-03,3.39E-06,Moderately soluble,Low,No,No,No,No,Yes,No,No,-2.74,1,3,0,1,2,0.55,0,1,2,6.21,0.25,no,no,no,1.22
Sambucus nigra,Rhamnetin 3-glucoside,OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)CO)c2ccc(c(c2)O)O)[C@@H]([C@H]([C@@H]1O)O)O,C22H22O12,478.4,34,16,0.32,5,12,8,114.26,210.51,1.74,-0.17,-0.9,-2.64,-0.2,-0.43,-2.72,9.17E-01,1.92E-03,Soluble,-3.8,7.66E-02,1.60E-04,Soluble,-1.9,6.01E+00,1.26E-02,Soluble,Low,No,No,No,No,No,No,No,-9.34,2,1,1,1,3,0.17,1,1,1,5.49,0.42,no,no,no,-2.06
Sambucus nigra,Pinoresinol,COc1cc(ccc1O)[C@H]1OC[C@H]2[C@@H]1CO[C@@H]2c1ccc(c(c1)OC)O,C20H22O6,358.39,26,12,0.4,4,6,2,94.9,77.38,2.67,2.28,2.54,1.17,2.66,2.26,-3.58,9.52E-02,2.66E-04,Soluble,-3.54,1.03E-01,2.87E-04,Soluble,-4.19,2.29E-02,6.40E-05,Moderately soluble,High,Yes,Yes,No,No,No,Yes,Yes,-6.87,0,0,0,0,0,0.55,0,0,1,3.99,0.67,no,no,no,0.18
Sambucus nigra,Tridecanoic acid,CCCCCCCCCCCCC(=O)O,C13H26O2,214.34,15,0,0.92,11,2,1,66.38,37.3,3.21,5.57,4.38,3.42,3.94,4.1,-3.95,2.39E-02,1.12E-04,Soluble,-6.11,1.65E-04,7.68E-07,Poorly soluble,-4.1,1.70E-02,7.93E-05,Moderately soluble,High,Yes,No,Yes,No,No,No,No,-3.65,0,0,1,0,1,0.85,0,0,3,1.98,0.35,no,no,no,-25.22
